10648	Subcategoria	V53.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10649	Subcategoria	V53.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: pessoa ferida durante o embarque ou desembarque
10650	Subcategoria	V53.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: motorista ferido em acidente de trânsito
10651	Subcategoria	V53.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: passageiro ferido em acidente de trânsito
10652	Subcategoria	V53.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: pessoa no exterior do veículo ferido em acidente de trânsito
10653	Subcategoria	V53.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com carro, pick-up ou van: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10654	Categoria	V54	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo pesado de transporte ou ônibus
10655	Subcategoria	V54.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: motorista ferido em acidente não-trafegado
10656	Subcategoria	V54.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: passageiro ferido em acidente não-trafegado
10657	Subcategoria	V54.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: pessoa no exterior do veículo ferido em acidente não-trafegado
10658	Subcategoria	V54.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10659	Subcategoria	V54.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: pessoa ferida durante o embarque ou desembarque
10660	Subcategoria	V54.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: motorista ferido em acidente de trânsito
10661	Subcategoria	V54.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo pesado de transporte ou ônibus: passageiro ferido em acidente de trânsito
10662	Subcategoria	V54.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: pessoa no exterior do veículo ferido em acidente de trânsito
10663	Subcategoria	V54.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com veículo de transporte pesado ou ônibus: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10664	Categoria	V55	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com o trem ou veículo ferroviário
10665	Subcategoria	V55.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com trem ou veículo ferroviário: motorista ferido em acidente não-tráfico
10666	Subcategoria	V55.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com trem ou veículo ferroviário: passageiro ferido em acidente não-tráfico
10667	Subcategoria	V55.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com o trem ou veículo ferroviário: pessoa no exterior do veículo ferido em acidente não-tráfico
10668	Subcategoria	V55.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com trem ou veículo ferroviário: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10669	Subcategoria	V55.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com o trem ou veículo ferroviário: pessoa ferida durante o embarque ou desembarque
10670	Subcategoria	V55.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com trem ou veículo ferroviário: motorista ferido em acidente de trânsito
10671	Subcategoria	V55.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com trem ou veículo ferroviário: passageiro traumatizado em acidente de trânsito
10672	Subcategoria	V55.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com trem ou veículo ferroviário: pessoa no exterior do veículo ferido em acidente de trânsito
10673	Subcategoria	V55.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com trem ou veículo ferroviário: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10674	Categoria	V56	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não-motor
10675	Subcategoria	V56.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com outro veículo não motor: motorista traumatizado em acidente não-tráfico
10676	Subcategoria	V56.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não motor: passageiro ferido em acidente não de-trânsito
10677	Subcategoria	V56.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não motor: pessoa no exterior do veículo ferido em acidente não-trafegado
10678	Subcategoria	V56.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não motor: ocupante não especificado de pick-up ou van feridos em acidente não-trafegado
10679	Subcategoria	V56.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não motor: pessoa ferida durante o embarque ou desembarque
10680	Subcategoria	V56.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van lesionado em colisão com outro veículo não motor: motorista ferido em acidente de trânsito
10681	Subcategoria	V56.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não motor: passageiro ferido em acidente de trânsito
10682	Subcategoria	V56.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não motor: pessoa no exterior do veículo ferido em acidente de trânsito
10683	Subcategoria	V56.9	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com outro veículo não-motor: ocupante não especificado de pick-up ou van feridos em acidente de trânsito
10684	Categoria	V57	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário
10685	Subcategoria	V57.0	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: motorista ferido em acidente não-trafegado
10686	Subcategoria	V57.1	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: passageiro ferido em acidente não-tráfico
10687	Subcategoria	V57.2	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: pessoa no exterior do veículo ferido em acidente não-trafegado
10688	Subcategoria	V57.3	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de uma caminhonete pick-up ou de caixa aberta traumatizado em colisão com um objeto fixo ou parado: ocupante não especificado de pick-up ou de caixa aberta traumatizado em acidente de-trânsito
10689	Subcategoria	V57.4	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: pessoa ferida durante o embarque ou desembarque
10690	Subcategoria	V57.5	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: motorista ferido em acidente de trânsito
10691	Subcategoria	V57.6	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: passageiro ferido em acidente de trânsito
10692	Subcategoria	V57.7	XX	Causas externas de morbidade e mortalidade	Ocupante de pick-up ou van feridos em acidente de transporte	Ocupante de pick-up ou van ferido em colisão com objeto fixo ou estacionário: pessoa no exterior do veículo ferido em acidente de trânsito
